Oblast, City, Index
Київська,с. Нові Петрівці,7354
Київська,с. Вороньківка,7355
Київська,с. Гута-Межигірська,7356
Київська,с. Раківка,7357
Київська,с. Тарасівщина,7358
Київська,с. Червоне,7359
Київська,с. Лебедівка,7360
Київська,с. Нижча Дубечня,7361
Київська,с. Новосілки,7362
Київська,с. Хотянівка,7363
Київська,с. Осещина,7364
Київська,с. Рови,7371
Київська,с. Федорівка,7372
Київська,м. Бровари,7400
Київська,м. Бровари,7401
Київська,м. Бровари,7402
Київська,м. Бровари,7403
Київська,м. Бровари,7404
Київська,м. Бровари,7405
Київська,м. Бровари,7406
Київська,с. Скибин,7407
Київська,с. Квітневе,7408
Київська,с. Залісся,7409
Київська,с. Літочки,7410
Київська,с. Літки,7411
Київська,с. Рожни,7412
Київська,с. Пухівка,7413
Київська,с. Рожівка,7414
Київська,с. Зазим'я,7415
Київська,с. Погреби,7416
Київська,с. Перемога,7417
Київська,с. Зоря,7418
Київська,с. Соболівка,7419
Київська,смт Калита,7420
Київська,с. Семиполки,7421
Київська,с. Переможець,7422
Київська,с. Семиполки,7423
Київська,с. Заворичі,7424
Київська,с. Мокрець,7425
Київська,с. Бервиця,7426
Київська,с. Перше Травня,7427
Київська,с. Підлісся,7428
Київська,с. Рудня,7430
Київська,с. Бобрик,7431
Київська,с. Опанасів,7432
Київська,с. Богданівка,7433
Київська,с. Шевченкове,7434
Київська,с. Михайлівка,7435
Київська,с. Гайове,7436
Київська,с. Жердова,7440
Київська,с. Тарасівка,7441
Київська,смт Велика Димерка,7442
Київська,смт Калинівка,7443
Київська,с. Світильня,7444
Київська,с. Кулажинці,7445
Київська,с. Вільне,7446
Київська,с. Гребельки,7447
Київська,с. Захарівка,7448
Київська,с. Покровське,7449
Київська,с. Плоске,7450
Київська,с. Красилівка,7451
Київська,с. Гоголів,7452
Київська,с. Русанів,7453
Київська,с. Требухів,7454
Київська,с. Княжичі,7455
Київська,с. Першотравневе,7459
Київська,смт Баришівка,7501
Київська,смт Баришівка,7502
Київська,с. Борщів,7504
Київська,с. Власівка,7505
Київська,с. Пасічна,7506
Київська,с. Григорівка,7507
Київська,с. Хлопків,7508
Київська,с. Перемога,7510
Київська,с. Лук'янівка,7511
Київська,с. Рудницьке,7512
Київська,с. Лукаші,7513
Київська,с. Гостролуччя,7520
Київська,с. Селище,7521
Київська,с. Паришків,7522
Київська,с. Дернівка,7523
Київська,с. Сезенків,7524
Київська,с. Селичівка,7525
Київська,с. Морозівка,7526
Київська,с. Бзів,7527
Київська,с. Ярешки,7530
Київська,с. Пилипче,7531
Київська,с. Лехнівка,7532
Київська,с. Недра,7533
Київська,с. Садове,7534
Київська,м. Березань,7541
Київська,м. Березань,7543
Київська,с. Коржі,7544
Київська,с. Волошинівка,7545
Київська,с. Хмельовик,7550
Київська,с. Дубове,7551
Київська,с. Семенівка,7552
Київська,с. Леляки,7553
Київська,с. Устинкова Гребля,7556
Київська,с. Бакумівка,7558
Київська,с. Веселинівка,7560
Київська,с. Поділля,7561
Київська,с. Масківці,7562
Київська,с. Мала Тарасівка,7563
Київська,с. Швачиха,7566
Київська,с. Шовкове,7568
Київська,с. Яблуневе,7569
Київська,с. Корніївка,7571
Київська,смт Згурівка,7601
Київська,с. Щасливе,7605
Київська,с. Середівка,7610
Київська,с. Аркадіївка,7611
Київська,с. Красне,7612
Київська,с. Усівка,7613
Київська,с. Олександринівка,7614
Київська,с. Олексіївка,7615
Київська,с. Великий Крупіль,7620
Київська,с. Войтове,7621
Київська,с. Софіївка,7622
Київська,с. Нова Олександрівка,7623
Київська,с. Черевки,7624
Київська,с. Вільне,7625
Київська,с. Малий Крупіль,7626
Київська,с. Старе,7627
Київська,с. Терлещина,7628
Київська,с. Урсалівка,7629
Київська,с. Пасківщина,7630
Київська,с. Турівка,7631
Київська,с. Стара Оржиця,7632
Київська,с. Іллінське,7633
Київська,с. Безуглівка,7640
Київська,с. Шевченкове,7641
Київська,с. Мала Березанка,7642
Київська,с. Жуківка,7643
Київська,с. Мала Супоївка,7644
Київська,с. Володимирське,7645
Київська,с. Левченкове,7646
Київська,с. Майське,7647
Київська,с. Свобода,7648
Київська,с. Лизогубова Слобода,7650
Київська,с. Любомирівка,7651
Київська,с. Вознесенське,7652
Київська,с. Нова Оржиця,7653
Київська,с. Вишневе,7654
Київська,с. Горбачівка,7655
Київська,с. Гречана Гребля,7656
Київська,с. Зелене,7657
Київська,с. Пайки,7658
Київська,м. Яготин,7700
Київська,м. Яготин,7701
Київська,с. Тужилів,7707
Київська,с. Озерне,7708
Київська,с. Дзюбівка,7709
Київська,с. Супоївка,7710
Київська,с. Сотниківка,7711
Київська,с. Кулябівка,7712
Київська,с. Райківщина,7713
Київська,с. Засупоївка,7714
Київська,с. Григорівка,7715
Київська,с. Розумівка,7716
Київська,с. Рокитне,7717
Київська,с. Соколівщина,7718
Київська,с. Лозовий Яр,7720
Київська,с. Червоне,7721
Київська,с. Сулимівка,7722
Київська,с. Божки,7723
Київська,с. Федорівка,7724
Київська,с. Червоне Заріччя,7725
Київська,с. Черкасівка,7726
Київська,с. Шевченкове,7727
Київська,с. Плужники,7728
Київська,с-ще Черняхівка,7729
Київська,с. Лемешівка,7730
Київська,с. Гензерівка,7731
Київська,с. Годунівка,7732
Київська,с. Жоравка,7733
Київська,с. Лебедівка,7734
Київська,с. Кайнари,7738
Київська,с. Воронівщина,7739
Київська,с. Двірківщина,7740
Київська,с. Черняхівка,7741
Київська,с. Богданівка,7742
Київська,с-ще Гречанівка,7743
Київська,с. Коптевичівка,7744
Київська,с. Панфили,7750
Київська,с. Ничипорівка,7751
Київська,с. Трубівщина,7752
Київська,с. Фарбоване,7753
Київська,с. Капустинці,7754
Київська,с. Добраничівка,7755
Київська,смт Бородянка,7801
Київська,смт Бородянка,7802
Київська,с. Гай,7806
Київська,с. Дружня,7807
Київська,с. Діброва,7808
Київська,с. Коблицький Ліс,7809
Київська,с. Мирча,7810
Київська,с. Нове Залісся,7811
Київська,с. Шибене,7812
Київська,с. Качали,7813
Київська,с. Небрат,7814
Київська,с. Берестянка,7815
Київська,с. Коблиця,7816
Київська,с. Михайленків,7817
Київська,с. Галинка,7818
Київська,с. Поташня,7819
Київська,смт Пісківка,7820
Київська,с. Бондарня,7821
Київська,с. Мигалки,7822
Київська,с. Загальці,7823
Київська,с. Майданівка,7824
Київська,с. Вишняки,7825
Київська,с. Раска,7826
Київська,с. Стара Буда,7827
Київська,с. Тальське,7828
Київська,с. Торф'яне,7829
Київська,с. Здвижівка,7830
Київська,с. Луб'янка,7831
Київська,смт Бабинці,7832
Київська,с. Буда-Бабинецька,7833
Київська,с. Озера,7834
Київська,с. Блиставиця,7835
Київська,с. Нова Буда,7836
Київська,с. Язвинка,7837
Київська,с. Великий Ліс,7838
Київська,с. Волиця,7839
Київська,с. Пилиповичі,7840
Київська,с. Дмитрівка,7841
Київська,с. Нова Гребля,7842
Київська,с. Новий Корогод,7843
Київська,с. Вабля,7844
Київська,с. Озерщина,7845
Київська,с. Красний Ріг,7846
Київська,смт Клавдієво-Тарасове,7850
Київська,с. Пороскотень,7851
Київська,с. Микуличі,7852
Київська,смт Немішаєве,7853
Київська,с. Козинці,7855
Київська,смт Макарів,8001
Київська,смт Макарів,8002
Київська,с. Гавронщина,8003
Київська,с. Калинівка,8004
Київська,с. Березівка,8005
Київська,с. Горобіївка,8006
Київська,с. Фасівочка,8007
Київська,с. Почепин,8008
Київська,с. Макарівська Буда,8009
Київська,смт Кодра,8010
Київська,с. Забуяння,8011
Київська,с. Королівка,8012
Київська,с. Андріївка,8013
Київська,с. Липівка,8014
Київська,с. Волосінь,8015
Київська,с. Лозовик,8016
Київська,с. Новомирівка,8017
Київська,с. Соболівка,8018
Київська,с. Зурівка,8019
Київська,с. Комарівка,8020
Київська,с. Ніжиловичі,8021
Київська,с. Наливайківка,8022
Київська,с. Борівка,8023
Київська,с. Небелиця,8024
Київська,с. Лисиця,8025
Київська,с. Садки-Строївка,8026
Київська,с. Леонівка,8027
Київська,с. Лубське,8028
Київська,с. Малий Карашин,8029
Київська,с. Плахтянка,8030
Київська,с. Колонщина,8032
Київська,с. Копилів,8033
Київська,с. Маковище,8034
Київська,с. Нові Опачичі,8035
Київська,с. Вишеград,8036
Київська,с. Миколаївка,8037
Київська,с. Мар'янівка,8038
Київська,с. Северинівка,8039
Київська,с. Ситняки,8040
Київська,с. Юрів,8041
Київська,с. Червона Слобода,8042
Київська,с. Рожів,8043
Київська,с. Фасова,8044
Київська,с. Людвинівка,8045
Київська,с. Копіївка,8046
Київська,с. Завалівка,8047
Київська,с. Ферма,8048
Київська,с. Червона Гірка,8049
Київська,с. Великий Карашин,8050
Київська,с. Мар'янівка,8051
Київська,с. Грузьке,8052
Київська,с. Козичанка,8053
Київська,с. Соснівка,8054
Київська,с. Вільне,8055
Київська,с. Весела Слобідка,8056
Київська,с. Конопельки,8057
Київська,с. Шнурів Ліс,8058
Київська,с. Юрівка,8059
Київська,с. Мотижин,8060
Київська,с. Ясногородка,8061
Київська,с. Пашківка,8062
Київська,с. Лишня,8063
Київська,с. Вітрівка,8064
Київська,с. Осикове,8065
Київська,с. Новосілки,8070
Київська,с. Мостище,8071
Київська,с. Бишів,8072
Київська,с. Яблунівка,8073
Київська,с. Чорногородка,8074
Київська,с. Ферма,8078
Київська,с. Буча,8101
Київська,с. Забуччя,8102
Київська,с. Мироцьке,8104
Київська,с. Горенка,8105
Київська,с. Мощун,8106
Київська,с. Круглик,8107
Київська,с. Хмільна,8108
Київська,с. Іванків,8109
Київська,с. Михайлівка-Рубежівка,8110
Київська,с. Капітанівка,8111
Київська,с. Дмитрівка,8112
Київська,с. Петрушки,8113
Київська,с. Гореничі,8114
Київська,с. Лука,8115
Київська,с. Шевченкове,8116
Київська,с. Крюківщина,8119
Київська,с. Бузова,8120
Київська,с. Крюківщина,8121
Київська,с. Шпитьки,8122
Київська,с. Любимівка,8123
Київська,с. Гурівщина,8124
Київська,с. Музичі,8125
Київська,с. Неграші,8126
Київська,с. Личанка,8127
Київська,с. Мила,8128
Київська,с. Петропавлівська Борщагівка,8129
Київська,с. Петропавлівська Борщагівка,8130
Київська,с. Софіївська Борщагівка,8131
Київська,м. Вишневе,8132
Київська,м. Вишневе,8133
Київська,м. Вишневе,8134
Київська,с. Чайки,8135
Київська,с. Крюківщина,8136
Київська,с. Софіївська Борщагівка,8137
Київська,с. Софіївська Борщагівка,8138
Київська,с. Білогородка,8139
Київська,с. Білогородка,8140
Київська,с. Святопетрівське,8141
Київська,с. Бобриця,8142
Київська,с. Жорнівка,8143
Київська,с. Забір'я,8145
Київська,с. Княжичі,8146
Київська,с. Софіївська Борщагівка,8147
Київська,с. Софіївська Борщагівка,8148
Київська,с. Софіївська Борщагівка,8149
Київська,м. Боярка,8150
Київська,м. Боярка,8151
Київська,м. Боярка,8153
Київська,м. Боярка,8154
Київська,с. Софіївська Борщагівка,8156
Київська,с. Софіївська Борщагівка,8157
Київська,с. Малютянка,8158
Київська,с. Гатне,8159
Київська,с. Гатне,8160
Київська,с. Тарасівка,8161
Київська,смт Чабани,8162
Київська,с. Гнатівка,8163
Київська,с. Горбовичі,8164
Київська,с. Тарасівка,8165
Київська,с. Лісне,8166
Київська,с. Мрія,8167
Київська,с. Нове,8168
Київська,с. Стоянка,8169
Київська,с. Віта-Поштова,8170
Київська,с. Хотів,8171
Київська,с. Лісники,8172
Київська,с. Ходосівка,8173
Київська,с. Кременище,8174
Київська,с. Юрівка,8175
Київська,м. Ірпінь,8200
Київська,м. Ірпінь,8201
Київська,м. Ірпінь,8202
Київська,м. Ірпінь,8203
Київська,м. Ірпінь,8205
Київська,м. Ірпінь,8206
Київська,смт Гостомель,8289
Київська,смт Гостомель,8290
Київська,м. Буча,8292
Київська,м. Буча,8293
Київська,м. Буча,8294
Київська,м. Буча,8295
Київська,смт Ворзель,8296
Київська,м. Буча,8297
Київська,смт Коцюбинське,8298
Київська,м. Бориспіль,8301
Київська,м. Бориспіль,8302
Київська,м. Бориспіль,8303
Київська,м. Бориспіль,8304
Київська,м. Бориспіль,8306
Київська,с. Перегуди,8311
Київська,с. Малі Єрківці,8312
Київська,с. Григорівка,8313
Київська,с. Городище,8314
Київська,с. Горобіївка,8315
Київська,с. Петропавлівське,8316
Київська,с. Велика Стариця,8317
Київська,с. Мала Олександрівка,8318
Київська,с. Безуглівка,8319
Київська,с. Велика Олександрівка,8320
Київська,с. Чубинське,8321
Київська,с. Проліски,8322
Київська,с. Андріївка,8323
Київська,с. Гора,8324
Київська,с. Щасливе,8325
Київська,с. Кириївщина,8326
Київська,с. Дударків,8330
Київська,с. Кучаків,8333
Київська,с. Сулимівка,8334
Київська,с. Іванків,8335
Київська,с. Артемівка,8336
Київська,с. Займище,8337
Київська,с. Лебедин,8338
Київська,с. Мала Стариця,8339
Київська,с. Гнідин,8340
Київська,с. Вишеньки,8341
Київська,с. Ревне,8342
Київська,с. Мартусівка,8343
Київська,с. Проців,8344
Київська,с. Затишне,8345
Київська,с. Глибоке,8350
Київська,с. Рогозів,8351
Київська,с. Вороньків,8352
Київська,с. Головурів,8353
Київська,с. Кийлів,8354
Київська,с. Жереб'ятин,8355
Київська,с. Любарці,8360
Київська,с. Мирне,8361
Київська,с. Старе,8362
Київська,с. Сошників,8363
Київська,с. Васильки,8364
Київська,с. Тарасівка,8365
Київська,с. Сеньківка,8371
Київська,м. Переяслав,8400
Київська,м. Переяслав,8401
Київська,м. Переяслав,8402
Київська,м. Переяслав,8403
Київська,м. Переяслав,8404
Київська,с. Заострів,8409
Київська,с. Пристроми,8410
Київська,с. Вовчків,8411
Київська,с. Гайшин,8412
Київська,с. Гланишів,8413
Київська,с. Гребля,8414
Київська,с. Довга Гребля,8415
Київська,с. Чирське,8416
Київська,с. Воскресенське,8417
Київська,с. Мар'янівка,8418
Київська,с. Тарасівка,8419
Київська,с. Переяславське,8420
Київська,с. Студеники,8421
Київська,с. Козлів,8422
Київська,с. Соснова,8423
Київська,с. Сомкова Долина,8424
Київська,с. Соснівка,8425
Київська,с. Єрківці,8430
Київська,с. Дем'янці,8431
Київська,с. Мазінки,8432
Київська,с. Харківці,8433
Київська,с. Ковалин,8435
Київська,с. Стовп'яги,8436
Київська,с. Веселе,8437
Київська,с. Гречаники,8439
Київська,с. Велика Каратуль,8440
Київська,с. Строкова,8441
Київська,с. Помоклі,8442
Київська,с. Виповзки,8443
Київська,с. Дениси,8444
Київська,с. Кавказ,8445
Київська,с. Плескачі,8446
Київська,с. Мала Каратуль,8450
Київська,с. Лецьки,8451
Київська,с. Вінинці,8452
Київська,с. Пологи-Чобітки,8453
Київська,с. Циблі,8454
Київська,с. Дівички,8456
Київська,с. Травневе,8458
Київська,с. Ташань,8460
Київська,с. Положаї,8461
Київська,с. Шевченкове,8462
Київська,с. Пологи-Вергуни,8463
Київська,с. Горбані,8464
Київська,с. Натягайлівка,8465
Київська,с. Перше Травня,8466
Київська,с. Чопилки,8467
Київська,с. Пологи-Яненки,8470
Київська,с. Улянівка,8471
Київська,с. Світанок,8472
Київська,с. Хоцьки,8473
Київська,м. Фастів,8500
Київська,м. Фастів,8502
Київська,м. Фастів,8503
Київська,м. Фастів,8504
Київська,м. Фастів,8505
Київська,с. Велика Мотовилівка,8507
Київська,с. Велика Офірна,8508
Київська,с. Королівка,8509
Київська,с. Томашівка,8510
Київська,с. Великі Гуляки,8511
Київська,с. Дорогинка,8512
Київська,с. Пришивальня,8513
Київська,с. Дідівщина,8514
Київська,с. Кощіївка,8515
Київська,с. Мала Офірна,8516
Київська,с. Вільшанська Нива,8517
Київська,с. Вишняки,8518
Київська,с. Василівка,8519
Київська,смт Борова,8520
Київська,с. Вишня,8521
Київська,с. Мотовилівка,8522
Київська,с. Мала Снітинка,8523
Київська,с. Мотовилівська Слобідка,8524
Київська,с. Оленівка,8525
Київська,с. Деминівка,8526
Київська,с. Клехівка,8527
Київська,с. Єлизаветівка,8528
Київська,с. Тарасенки,8529
Київська,с. Скригалівка,8530
Київська,с. Веприк,8531
Київська,с. Млинок,8532
Київська,с. Дмитрівка,8533
Київська,с. Волиця,8534
Київська,с. Півні,8535
Київська,с. Федорівка,8536
Київська,с. Ставки,8537
Київська,с. Ярошівка,8538
Київська,с. Тарасівка,8539
Київська,с. Велика Снітинка,8540
Київська,с. Фастівець,8541
Київська,с. Паляничинці,8542
Київська,с. Червоне,8543
Київська,с. Бортники,8544
Київська,с. Гвардійське,8545
Київська,с. Кончаки,8546
Київська,с-ще Степове,8548
Київська,смт Кожанка,8550
Київська,с. Софіївка,8551
Київська,с. Триліси,8552
Київська,с. Пилипівка,8553
Київська,с. Кищинці,8554
Київська,с. Малополовецьке,8555
Київська,с. Яхни,8556
Київська,м. Васильків,8600
Київська,м. Васильків,8601
Київська,м. Васильків,8602
Київська,м. Васильків,8605
Київська,м. Васильків,8606
Київська,с. Кобці,8613
Київська,с. Дерев'янки,8614
Київська,с. Варовичі,8615
Київська,с. Борисів,8616
Київська,с. Березенщина,8617
Київська,с. Данилівка,8618
Київська,с. Дзвінкове,8620
Київська,с. Бобриця,8621
Київська,с. Плесецьке,8622
Київська,смт Калинівка,8623
Київська,с. Багрин,8624
